tariff_plan_code_from,arpu_segment,tariff_plan_code_to,n,ratio_mean,ratio_median,ratio_std,conditional_destination_share
tariff_1,HIGH,tariff_13,14,-0.3547309197953163,-0.3789121649487466,0.2951058626817841,0.19718309859154928
tariff_1,HIGH,tariff_4,10,-0.0317440678819448,-0.07972701156624279,0.6422709860076912,0.14084507042253522
tariff_1,HIGH,tariff_8,32,-0.23717832716346202,-0.18630055850494714,0.463797604996512,0.4507042253521127
tariff_10,LOW,tariff_1,1,-0.8635379061371842,-0.8635379061371842,,0.016666666666666666
tariff_10,LOW,tariff_11,11,-0.012058119724218259,-0.9434371926438658,1.5664125429800813,0.18333333333333332
tariff_10,LOW,tariff_12,4,-0.606794337954778,-1.0,0.7864113240904439,0.06666666666666667
tariff_10,LOW,tariff_13,2,1.9904472849666335,1.9904472849666335,1.4277231415307672,0.03333333333333333
tariff_10,LOW,tariff_21,2,1.0,1.0,2.8284271247461903,0.03333333333333333
tariff_10,LOW,tariff_4,13,0.4244661082191449,0.28177600738383823,1.38939474679397,0.21666666666666667
tariff_10,LOW,tariff_8,19,0.17908349923250735,-0.9821217550413601,1.7181942269587231,0.31666666666666665
tariff_10,LOW,tariff_9,8,1.9405619610452443,3.0,1.7470273901146722,0.13333333333333333
tariff_10,MID,tariff_1,12,-0.7416633204835663,-0.8210592953404757,0.2641410208910748,0.0332409972299169
tariff_10,MID,tariff_11,86,0.41415618583543296,0.4539311552552814,0.9823472550386592,0.23822714681440443
tariff_10,MID,tariff_12,30,0.30191127470411855,0.31122585143319137,0.8928857361679325,0.08310249307479224
tariff_10,MID,tariff_13,31,-0.17791055247618343,-0.2974126523453444,0.7009809570940493,0.08587257617728532
tariff_10,MID,tariff_21,1,-0.2176759932432193,-0.2176759932432193,,0.002770083102493075
tariff_10,MID,tariff_4,60,0.006431126255594921,0.03122583496809228,0.8414468094017713,0.16620498614958448
tariff_10,MID,tariff_8,138,0.21811502574878772,0.21997523868700175,0.7745099500097127,0.38227146814404434
tariff_10,MID,tariff_9,3,0.2256381741252159,0.1673875083948959,0.807177107350865,0.008310249307479225
tariff_10,HIGH,tariff_1,17,-0.5760149289791726,-0.5288250179753669,0.4221326950138583,0.02514792899408284
tariff_10,HIGH,tariff_11,134,-0.05780110432062552,-0.039404978379194155,0.46274158876238164,0.19822485207100593
tariff_10,HIGH,tariff_12,91,-0.06670828714094876,-0.022662464159437623,0.45501859908928416,0.1346153846153846
tariff_10,HIGH,tariff_13,33,-0.3488036306105409,-0.39892606117359064,0.35475184929493797,0.04881656804733728
tariff_10,HIGH,tariff_4,77,-0.3452035415120567,-0.2964351525049169,0.4078609169166707,0.11390532544378698
tariff_10,HIGH,tariff_8,324,-0.1336522200628443,-0.12702691845866892,0.3811826532968086,0.47928994082840237
tariff_11,LOW,tariff_10,14,-0.5083402624052928,-0.9999475150952717,1.0760743906245798,0.2028985507246377
tariff_11,LOW,tariff_12,20,0.1298900157224021,-0.7502318860282228,1.50008390174288,0.2898550724637681
tariff_11,LOW,tariff_13,4,0.11279707033754516,-0.7744058593249097,1.929327852795364,0.057971014492753624
tariff_11,LOW,tariff_21,1,3.0,3.0,,0.014492753623188406
tariff_11,LOW,tariff_4,10,0.07765068641937267,-0.9396483530084521,1.706902074335171,0.14492753623188406
tariff_11,LOW,tariff_8,16,1.2216609392800275,1.9193591966527026,1.8073109115486066,0.2318840579710145
tariff_11,LOW,tariff_9,4,2.0895756457564576,3.0,1.820848708487085,0.057971014492753624
tariff_11,MID,tariff_1,6,-0.25737366566092235,-0.41527331021833014,0.5702427771464766,0.023809523809523808
tariff_11,MID,tariff_10,29,0.24602805434040526,0.1961606270721723,1.0698233120963558,0.11507936507936507
tariff_11,MID,tariff_12,62,0.10456091208912645,0.15754840879396037,0.9887125514920232,0.24603174603174602
tariff_11,MID,tariff_13,7,-0.16974567912714367,-0.13563862332270582,0.45991215732331847,0.027777777777777776
tariff_11,MID,tariff_4,42,0.2163390501085461,-7.772306510744897e-05,1.0063458383111663,0.16666666666666666
tariff_11,MID,tariff_8,103,0.23461677594404895,0.22388153241474384,0.8262614615142032,0.4087301587301587
tariff_11,MID,tariff_9,3,0.7078545466743575,0.24466715230716019,0.9949233259552678,0.011904761904761904
tariff_11,HIGH,tariff_1,5,-0.30233830540138784,-0.3796934197151862,0.30110943266833334,0.01006036217303823
tariff_11,HIGH,tariff_10,110,-0.05068882867867514,-0.08645491843138664,0.425854514960569,0.22132796780684105
tariff_11,HIGH,tariff_12,107,0.07746405220237244,0.12055639398036466,0.5271945211196498,0.2152917505030181
tariff_11,HIGH,tariff_13,20,-0.4978903383600917,-0.5337661288850617,0.3249948923536319,0.04024144869215292
tariff_11,HIGH,tariff_4,42,-0.2804847658118418,-0.37916987102566413,0.5890618175642243,0.08450704225352113
tariff_11,HIGH,tariff_8,213,-0.16091178588169547,-0.14135160010040415,0.42321680039824283,0.42857142857142855
tariff_12,LOW,tariff_10,8,-0.7691216604424016,-1.0,0.6530225581210726,0.23529411764705882
tariff_12,LOW,tariff_11,6,1.1257629277201076,1.3772887831603229,2.0715298286232526,0.17647058823529413
tariff_12,LOW,tariff_13,3,0.4379096843663772,-0.6862709469008682,2.224373297984697,0.08823529411764706
tariff_12,LOW,tariff_4,10,-0.7503864038581785,-1.0,0.6817558972936604,0.29411764705882354
tariff_12,LOW,tariff_8,6,1.6549062409963202,2.7519577448819907,1.8957553813628816,0.17647058823529413
tariff_12,LOW,tariff_9,1,-1.0,-1.0,,0.029411764705882353
tariff_12,MID,tariff_1,2,-0.6071872311956418,-0.6071872311956418,0.5555211451164505,0.013888888888888888
tariff_12,MID,tariff_10,22,0.26179728765046717,0.2449094953587262,0.9880483900367686,0.1527777777777778
tariff_12,MID,tariff_11,22,-0.24723962662178325,-0.5165440904103196,0.8138854510954822,0.1527777777777778
tariff_12,MID,tariff_13,9,-0.07471115698300433,-0.26949564765752576,0.6129169583361149,0.0625
tariff_12,MID,tariff_4,10,0.1144399049490489,-0.31239252060883155,1.084202607403997,0.06944444444444445
tariff_12,MID,tariff_8,78,0.5124144699153099,0.335333597172743,0.9385318585018982,0.5416666666666666
tariff_12,MID,tariff_9,1,1.3624518944998116,1.3624518944998116,,0.006944444444444444
tariff_12,HIGH,tariff_1,5,-0.6880092852211679,-0.7878158571698459,0.3772458775621089,0.0136986301369863
tariff_12,HIGH,tariff_10,85,-0.00889730595428645,0.042001967693467535,0.46876762989445403,0.2328767123287671
tariff_12,HIGH,tariff_11,82,0.051374488617554934,0.02492292416782127,0.5285963975043297,0.22465753424657534
tariff_12,HIGH,tariff_13,9,-0.36254199018546546,-0.5296255773630884,0.3906781659750481,0.024657534246575342
tariff_12,HIGH,tariff_4,15,-0.26282849856300317,-0.20116072798917806,0.30792109822245683,0.0410958904109589
tariff_12,HIGH,tariff_8,168,-0.09479833640100437,-0.11556763924305091,0.40377736969816125,0.4602739726027397
tariff_12,HIGH,tariff_9,1,-0.17920096686657694,-0.17920096686657694,,0.0027397260273972603
tariff_13,LOW,tariff_1,3,1.1088035272034107,1.199344992325818,1.9380540640307495,0.06976744186046512
tariff_13,LOW,tariff_10,2,3.0,3.0,0.0,0.046511627906976744
tariff_13,LOW,tariff_11,1,1.5004813284665675,1.5004813284665675,,0.023255813953488372
tariff_13,LOW,tariff_21,2,-0.4898614323699172,-0.4898614323699172,0.7214448810320475,0.046511627906976744
tariff_13,LOW,tariff_4,7,0.05152107123240168,-0.2557807513577067,1.4326451744320663,0.16279069767441862
tariff_13,LOW,tariff_8,20,1.2341153498080717,1.1809056455232212,1.6113481208067386,0.46511627906976744
tariff_13,LOW,tariff_9,8,1.5364078194189437,3.0,2.021948030449611,0.18604651162790697
tariff_13,MID,tariff_1,41,-0.5026469914005135,-0.8218993179835106,0.640073083316601,0.09785202863961814
tariff_13,MID,tariff_10,29,0.6158318407803276,0.6645532186212741,1.0978194546668798,0.06921241050119331
tariff_13,MID,tariff_11,9,0.33150539961217657,0.487645451785895,0.6691861270835795,0.021479713603818614
tariff_13,MID,tariff_12,3,-0.47648097036384174,-0.8638843822047647,0.7801783502409335,0.007159904534606206
tariff_13,MID,tariff_21,2,0.9109967808030623,0.9109967808030623,0.011766112384886881,0.00477326968973747
tariff_13,MID,tariff_4,73,0.20749986109721422,0.2232146713544052,0.682467064473922,0.17422434367541767
tariff_13,MID,tariff_8,234,0.4591171122891425,0.4054727663629685,0.9722680126420116,0.5584725536992841
tariff_13,MID,tariff_9,28,0.4255827154080515,0.36422755356455516,0.7763272675597097,0.06682577565632458
tariff_13,HIGH,tariff_1,7,-0.27846711534699825,-0.2525050369601126,0.8126065885051806,0.08139534883720931
tariff_13,HIGH,tariff_10,9,0.09381208708571893,-0.024250589424048563,0.49550373483175875,0.10465116279069768
tariff_13,HIGH,tariff_11,6,-0.328548295614903,-0.48164667281623824,0.6767101784560399,0.06976744186046512
tariff_13,HIGH,tariff_12,9,-0.13435467444831048,0.014760450980284778,0.44483472188493656,0.10465116279069768
tariff_13,HIGH,tariff_4,22,-0.1309911981193927,-0.20711147295030968,0.32973824054191864,0.2558139534883721
tariff_13,HIGH,tariff_8,33,0.06364769926790323,-0.07330873308733099,0.671322953084621,0.38372093023255816
tariff_14,LOW,tariff_1,2,3.0,3.0,0.0,0.03773584905660377
tariff_14,LOW,tariff_10,4,0.06973210776161823,-0.8605357844767636,1.9579320672707714,0.07547169811320754
tariff_14,LOW,tariff_11,1,-1.0,-1.0,,0.018867924528301886
tariff_14,LOW,tariff_12,4,0.02914961040083458,-0.9417007791983308,1.9813291234977457,0.07547169811320754
tariff_14,LOW,tariff_13,3,0.8048228001894525,0.41446840056835743,2.0283693987973836,0.05660377358490566
tariff_14,LOW,tariff_21,3,1.1434965628153317,1.8767957927142125,1.8739861835401046,0.05660377358490566
tariff_14,LOW,tariff_4,6,1.273755067473787,1.8212652024213607,1.895233446815851,0.11320754716981132
tariff_14,LOW,tariff_8,9,1.675925925925926,3.0,1.9862567934138617,0.16981132075471697
tariff_14,LOW,tariff_9,21,1.2237535993304565,1.58585313174946,1.639571135398432,0.39622641509433965
tariff_14,MID,tariff_1,8,-0.5189085581232451,-0.5498245054908282,0.47217715438540936,0.06779661016949153
tariff_14,MID,tariff_10,17,0.026072596988890934,-0.22461065801574553,1.1131437580367445,0.1440677966101695
tariff_14,MID,tariff_11,3,-0.4665757981003326,-1.0,0.9239178196771027,0.025423728813559324
tariff_14,MID,tariff_12,6,-0.9876771244507486,-1.0,0.019386380550613407,0.05084745762711865
tariff_14,MID,tariff_13,9,0.1408564748381596,-0.3530009752264903,1.1937752266305763,0.07627118644067797
tariff_14,MID,tariff_21,1,-1.0,-1.0,,0.00847457627118644
tariff_14,MID,tariff_4,25,-0.034089181487017096,-0.015776020448917683,0.6314054424874788,0.211864406779661
tariff_14,MID,tariff_8,42,-0.08540354020043892,-0.16950121184759936,0.9442684444453011,0.3559322033898305
tariff_14,MID,tariff_9,7,0.8974573702496068,0.7287748298374777,1.2679080926302702,0.059322033898305086
tariff_14,HIGH,tariff_1,4,-0.589452502147312,-0.6212610551087131,0.45771445111152176,0.057971014492753624
tariff_14,HIGH,tariff_10,11,-0.31563956750404537,-0.234254348696612,0.553337116691943,0.15942028985507245
tariff_14,HIGH,tariff_11,4,-0.11611402388397726,-0.2310906351548933,0.5761302964721967,0.057971014492753624
tariff_14,HIGH,tariff_12,2,-0.49118515983825795,-0.49118515983825795,0.7195728476934342,0.028985507246376812
tariff_14,HIGH,tariff_13,4,-0.5219058092350353,-0.41961112963114044,0.34502398346952173,0.057971014492753624
tariff_14,HIGH,tariff_4,9,-0.3053638847426319,-0.4005729369006945,0.32101394394222366,0.13043478260869565
tariff_14,HIGH,tariff_8,35,-0.07902045791688787,-0.10172068422754654,0.4065701649880097,0.5072463768115942
tariff_15,LOW,tariff_1,4,0.6613803708146344,0.13334618950453653,1.6155715727766804,0.05063291139240506
tariff_15,LOW,tariff_10,4,2.012695338766508,3.0,1.974609322466984,0.05063291139240506
tariff_15,LOW,tariff_11,1,-1.0,-1.0,,0.012658227848101266
tariff_15,LOW,tariff_13,14,1.5678470782197238,1.951764127884485,1.4954639660745421,0.17721518987341772
tariff_15,LOW,tariff_21,8,0.9505668558681227,0.9127221184605859,1.7534774634757728,0.10126582278481013
tariff_15,LOW,tariff_4,7,0.9621020505296859,0.47507437941450337,1.8567461532530336,0.08860759493670886
tariff_15,LOW,tariff_8,21,1.4837494791951922,2.3541537507749535,1.7091405252352032,0.26582278481012656
tariff_15,LOW,tariff_9,20,1.5583181016204448,2.6388377200750996,1.7076185386599165,0.25316455696202533
tariff_15,MID,tariff_1,54,-0.43441144778009255,-0.5658380877332895,0.5121493543752413,0.04112718964204113
tariff_15,MID,tariff_10,180,0.4887781830287732,0.43958129881519203,0.74782499298934,0.1370906321401371
tariff_15,MID,tariff_11,23,0.4823028505663499,0.3505432437356757,0.9260386329989698,0.017517136329017517
tariff_15,MID,tariff_12,4,2.3557600006482087,2.7830460277982,1.0092477985923936,0.0030464584920030465
tariff_15,MID,tariff_13,348,0.02620887421329465,-0.07413366115823583,0.5180159858557899,0.26504188880426505
tariff_15,MID,tariff_21,8,0.25621817740313557,0.29944131300187793,0.8393245199353692,0.006092916984006093
tariff_15,MID,tariff_4,133,0.42906455714231295,0.376570567003244,0.7852332258517003,0.1012947448591013
tariff_15,MID,tariff_8,430,0.4857587077602754,0.46132938184519934,0.7584138096854447,0.3274942878903275
tariff_15,MID,tariff_9,133,0.3591314183675034,0.2923933052760306,0.592103719228701,0.1012947448591013
tariff_15,HIGH,tariff_1,3,0.03765559370539965,0.3063275329602002,0.9328048035101553,0.03896103896103896
tariff_15,HIGH,tariff_10,9,0.15111763713570703,0.22040293367252062,0.4035539106496069,0.11688311688311688
tariff_15,HIGH,tariff_11,5,-0.0913552244103634,-0.04579899740385296,0.5876223226676215,0.06493506493506493
tariff_15,HIGH,tariff_12,3,0.5325924442042959,0.5426294179212623,0.5681927075897019,0.03896103896103896
tariff_15,HIGH,tariff_13,11,-0.23419960903556108,-0.2568702193297553,0.25828314177237655,0.14285714285714285
tariff_15,HIGH,tariff_4,16,-0.07477848308421792,-0.11232711127533823,0.26067811288380255,0.2077922077922078
tariff_15,HIGH,tariff_8,30,-0.09451185944022947,-0.05945361908797392,0.4042193810902624,0.38961038961038963
tariff_16,LOW,tariff_1,27,0.2931742019558167,-0.20177826396662257,1.2172669163873104,0.12442396313364056
tariff_16,LOW,tariff_10,2,1.0,1.0,2.8284271247461903,0.009216589861751152
tariff_16,LOW,tariff_11,4,2.1796047622343737,3.0,1.6407904755312521,0.018433179723502304
tariff_16,LOW,tariff_13,9,2.3373477257382316,2.63419460831902,0.9227681996284882,0.041474654377880185
tariff_16,LOW,tariff_21,29,1.037370747822608,0.8494743777033025,1.6473815485081604,0.1336405529953917
tariff_16,LOW,tariff_4,13,1.7455243860080623,3.0,1.6985335907724506,0.059907834101382486
tariff_16,LOW,tariff_8,25,1.9386228455700572,2.9850168684262752,1.4303818240047441,0.1152073732718894
tariff_16,LOW,tariff_9,108,1.244845362066241,1.5929197088285305,1.7155537872240247,0.4976958525345622
tariff_16,MID,tariff_1,48,-0.38329861897865986,-0.5098457948751132,0.515657540794918,0.24742268041237114
tariff_16,MID,tariff_10,4,1.4021321184665076,1.2507537605878343,1.202626401827637,0.020618556701030927
tariff_16,MID,tariff_11,10,0.767857838871715,0.3398208199338625,1.3540341118334438,0.05154639175257732
tariff_16,MID,tariff_12,1,-0.504769759723354,-0.504769759723354,,0.005154639175257732
tariff_16,MID,tariff_13,43,0.20368371846350652,0.03763289114686241,0.7823324211298013,0.22164948453608246
tariff_16,MID,tariff_21,7,0.7644975504378637,0.02356453378445611,1.7154221939923862,0.03608247422680412
tariff_16,MID,tariff_4,15,0.5186405556109019,0.4089400094851183,0.9361419805229168,0.07731958762886598
tariff_16,MID,tariff_8,44,0.7859728597164545,0.7980352610657878,1.1458873315072722,0.2268041237113402
tariff_16,MID,tariff_9,22,0.8086027470209799,0.9182846216787292,1.3362804053581905,0.1134020618556701
tariff_16,HIGH,tariff_1,1,-0.2660151259317278,-0.2660151259317278,,0.06666666666666667
tariff_16,HIGH,tariff_11,3,0.029180161011897725,-0.0330787221572032,0.5419455627961849,0.2
tariff_16,HIGH,tariff_13,4,-0.13241161960960873,-0.420576132447018,0.8606411383015363,0.26666666666666666
tariff_16,HIGH,tariff_4,3,0.07431700700493966,-0.07775929415976168,0.5319119638392236,0.2
tariff_16,HIGH,tariff_8,4,0.05397407460483186,0.06632789892127788,0.19757598655505776,0.26666666666666666
tariff_17,LOW,tariff_1,1,-0.2749888542131075,-0.2749888542131075,,0.03571428571428571
tariff_17,LOW,tariff_12,1,3.0,3.0,,0.03571428571428571
tariff_17,LOW,tariff_13,3,0.4980510922296066,-0.5058467233111803,2.180793002106269,0.10714285714285714
tariff_17,LOW,tariff_4,4,0.776578358179806,0.23782682480019202,1.5793095553383085,0.14285714285714285
tariff_17,LOW,tariff_8,15,1.0122740511161843,0.6227763549525853,1.7582311100357562,0.5357142857142857
tariff_17,LOW,tariff_9,4,2.1690954603883363,3.0,1.6618090792233273,0.14285714285714285
tariff_17,MID,tariff_1,23,-0.2840247096439122,-0.5687317239983529,0.9140284548344149,0.08273381294964029
tariff_17,MID,tariff_10,16,0.5478067463532948,0.5202525981985514,0.8450538888244005,0.05755395683453238
tariff_17,MID,tariff_11,23,0.1855766944689358,0.16070932829065177,0.7730295246539426,0.08273381294964029
tariff_17,MID,tariff_12,4,0.722032322517995,0.43560049605831574,0.7611900870247261,0.014388489208633094
tariff_17,MID,tariff_13,35,-0.047665690280856626,-0.2566871915763733,0.6563843265352439,0.12589928057553956
tariff_17,MID,tariff_4,45,0.19499993857201695,0.16740790593836863,0.4728356119739408,0.1618705035971223
tariff_17,MID,tariff_8,127,0.4964726465812982,0.3364115929049931,0.834002692224802,0.4568345323741007
tariff_17,MID,tariff_9,5,1.425157731771691,2.1187189482534587,1.5185540721715205,0.017985611510791366
tariff_17,HIGH,tariff_1,3,-0.6666781071724359,-0.9454770147236227,0.5308126738060273,0.015463917525773196
tariff_17,HIGH,tariff_10,14,0.194521207372689,0.24065681145372664,0.3156494649770755,0.07216494845360824
tariff_17,HIGH,tariff_11,11,0.2611380321044756,0.2218143672619719,0.46978643759474115,0.05670103092783505
tariff_17,HIGH,tariff_12,6,-0.06861693558288934,-0.1665998315084955,0.4914926797939046,0.030927835051546393
tariff_17,HIGH,tariff_13,16,-0.3074261204202863,-0.3307773059076275,0.4127598406891905,0.08247422680412371
tariff_17,HIGH,tariff_4,30,0.06820211449470155,-0.16499099874928363,0.679697923860909,0.15463917525773196
tariff_17,HIGH,tariff_8,114,-0.05073296757969841,-0.04599114375193902,0.32307095078481396,0.5876288659793815
tariff_18,LOW,tariff_1,4,-0.2957163202713472,-0.40134815485521097,0.44174067178890564,0.07692307692307693
tariff_18,LOW,tariff_10,9,0.612611435990297,-1.0,1.9312393172881184,0.17307692307692307
tariff_18,LOW,tariff_11,2,3.0,3.0,0.0,0.038461538461538464
tariff_18,LOW,tariff_12,1,3.0,3.0,,0.019230769230769232
tariff_18,LOW,tariff_13,6,1.2322815501560747,1.3972049068302277,1.9467331809126298,0.11538461538461539
tariff_18,LOW,tariff_4,3,1.8631859933790273,3.0,1.9690196182234667,0.057692307692307696
tariff_18,LOW,tariff_8,14,2.061604565593929,3.0,1.6692201144882284,0.2692307692307692
tariff_18,LOW,tariff_9,13,1.7208956156309159,3.0,1.6846917704790976,0.25
tariff_18,MID,tariff_1,5,-0.6778137495498078,-0.6408433029365013,0.11179386863085367,0.03676470588235294
tariff_18,MID,tariff_10,27,0.5651522225362997,0.496771896797239,1.1289633898956584,0.19852941176470587
tariff_18,MID,tariff_11,5,1.0258213973373125,0.5193532536427807,1.2255075943123372,0.03676470588235294
tariff_18,MID,tariff_12,6,1.2489169569647907,0.5603910082623078,1.3768270091276962,0.04411764705882353
tariff_18,MID,tariff_13,25,0.17945644572571606,0.04314603828481722,0.7991239282999696,0.18382352941176472
tariff_18,MID,tariff_4,15,0.5050393893428585,0.3497969445843718,1.3029253636787868,0.11029411764705882
tariff_18,MID,tariff_8,50,0.562715860779361,0.30532841237796104,0.9243800349114211,0.36764705882352944
tariff_18,MID,tariff_9,3,0.9879814926814868,0.908719731971048,1.9735817112628202,0.022058823529411766
tariff_18,HIGH,tariff_1,8,-0.6419780098568909,-0.8073644521300429,0.4654915949302366,0.024844720496894408
tariff_18,HIGH,tariff_10,67,0.001397561449312718,0.0073634834110434255,0.4101069779924827,0.2080745341614907
tariff_18,HIGH,tariff_11,22,0.23036117981397689,0.14291085827085004,0.6038318643847909,0.06832298136645963
tariff_18,HIGH,tariff_12,26,-0.035683701247596185,-0.026749480926335722,0.29830550896396785,0.08074534161490683
tariff_18,HIGH,tariff_13,23,-0.37346908098187426,-0.43824652860054025,0.4305044888763878,0.07142857142857142
tariff_18,HIGH,tariff_4,49,-0.15520468166792878,-0.19897513446755055,0.35992367176786894,0.15217391304347827
tariff_18,HIGH,tariff_8,127,-0.08742692664376396,-0.04877322331828804,0.34884504705264274,0.3944099378881988
tariff_19,LOW,tariff_1,8,-0.5388546966071783,-0.5875657850269558,0.44920126852318537,0.16326530612244897
tariff_19,LOW,tariff_10,3,0.8488371150400869,0.5465113451202606,2.017064860972054,0.061224489795918366
tariff_19,LOW,tariff_11,3,-0.22027479797848729,-0.9967208587898243,1.3476848435898723,0.061224489795918366
tariff_19,LOW,tariff_13,8,1.7819050088742003,2.6756897797521875,1.5875980033898613,0.16326530612244897
tariff_19,LOW,tariff_21,1,3.0,3.0,,0.02040816326530612
tariff_19,LOW,tariff_4,3,1.7452883456179709,3.0,2.173224334238476,0.061224489795918366
tariff_19,LOW,tariff_8,11,0.3361003157374529,-0.4187275937717374,1.7363298146156627,0.22448979591836735
tariff_19,LOW,tariff_9,12,1.103178619591725,1.2382007320362165,1.9855029995973383,0.24489795918367346
tariff_19,MID,tariff_1,3,-0.46013548532219045,-0.8806791697235249,0.7589662534881737,0.039473684210526314
tariff_19,MID,tariff_10,13,0.255255808803157,0.11728685821950058,0.9085019492746752,0.17105263157894737
tariff_19,MID,tariff_11,4,0.3178227014452209,-0.3643545971095582,1.8459853421714272,0.05263157894736842
tariff_19,MID,tariff_13,12,0.1773647252838656,0.07396956076904193,0.5656336379240853,0.15789473684210525
tariff_19,MID,tariff_4,16,0.2035204015716805,-0.09108393178800217,1.1444396626407174,0.21052631578947367
tariff_19,MID,tariff_8,21,0.768894166772486,0.6888541097967849,1.1149612903927277,0.27631578947368424
tariff_19,MID,tariff_9,7,0.3933529534808704,0.5907635167567653,1.0786408302855301,0.09210526315789473
tariff_19,HIGH,tariff_1,3,-0.5125228282284336,-0.30389811025419444,0.4236253987528525,0.04918032786885246
tariff_19,HIGH,tariff_10,2,-0.0033573177347406835,-0.0033573177347406835,0.13144230029704243,0.03278688524590164
tariff_19,HIGH,tariff_11,5,-0.010927675809424909,0.17575259497648466,0.9166529945834967,0.08196721311475409
tariff_19,HIGH,tariff_12,6,-0.22773216001880728,-0.27416567174578144,0.3868562688361482,0.09836065573770492
tariff_19,HIGH,tariff_13,5,-0.49950089507132756,-0.45449013350013,0.22832296570525723,0.08196721311475409
tariff_19,HIGH,tariff_4,5,-0.27573343412126083,-0.22052314711986676,0.47660232200841257,0.08196721311475409
tariff_19,HIGH,tariff_8,35,-0.29886401697706366,-0.25178992169428027,0.3630838380746557,0.5737704918032787
tariff_2,LOW,tariff_1,12,0.2255016789989217,-0.2207554783425117,1.4302297241632917,0.14814814814814814
tariff_2,LOW,tariff_10,6,1.6685044672382485,3.0,2.0627469568694523,0.07407407407407407
tariff_2,LOW,tariff_13,15,2.2039487064090224,3.0,1.3730889949226546,0.18518518518518517
tariff_2,LOW,tariff_21,13,1.0237808844582619,0.4959416095136222,1.8359641385196417,0.16049382716049382
tariff_2,LOW,tariff_4,4,0.806776271381729,0.602697516526191,1.6857408363711517,0.04938271604938271
tariff_2,LOW,tariff_8,17,0.8651478862815365,0.501139357291331,1.4375719048659568,0.20987654320987653
tariff_2,LOW,tariff_9,14,1.1061584378200002,1.3005722857893471,1.872048880440257,0.1728395061728395
tariff_2,MID,tariff_1,20,-0.5166428664933149,-0.6237915911651819,0.43426187096071983,0.06688963210702341
tariff_2,MID,tariff_10,30,0.2971271678240503,0.276872459179462,0.6958021435454786,0.10033444816053512
tariff_2,MID,tariff_11,4,0.38616793697954177,0.172928173338601,0.8181364133675518,0.013377926421404682
tariff_2,MID,tariff_12,5,0.6219702418717526,0.39457872875251,1.2676862838716623,0.016722408026755852
tariff_2,MID,tariff_13,58,0.08017919857486347,-0.024378647199133074,0.6475033629934827,0.1939799331103679
tariff_2,MID,tariff_21,3,-0.5220794073705212,-0.5068458524666133,0.47048881439072826,0.010033444816053512
tariff_2,MID,tariff_4,23,0.46614815538551996,0.4384120466171362,0.9189619857679634,0.07692307692307693
tariff_2,MID,tariff_8,114,0.36237496587163637,0.30410645422617044,0.9005049947230481,0.38127090301003347
tariff_2,MID,tariff_9,42,0.17002006827757715,0.22034521923981587,0.6789214040848824,0.14046822742474915
tariff_2,HIGH,tariff_1,1,-0.6968949562158235,-0.6968949562158235,,0.03571428571428571
tariff_2,HIGH,tariff_10,2,0.04878511203887481,0.04878511203887481,0.365777879262622,0.07142857142857142
tariff_2,HIGH,tariff_11,1,-0.21382639043588025,-0.21382639043588025,,0.03571428571428571
tariff_2,HIGH,tariff_13,3,-0.07787106310670107,-0.23444144706616876,0.489666262880708,0.10714285714285714
tariff_2,HIGH,tariff_4,5,0.0139956491938797,0.13020854089690226,0.38903246405332337,0.17857142857142858
