id,title,url,type,access_status,checked_on,relevance,limitations
GHREADME031,MRXmark357/hackalem-agentic-rehearsal / README.md,https://raw.githubusercontent.com/MRXmark357/hackalem-agentic-rehearsal/main/README.md,third_party_github_readme,fetched_keyword_checked,2026-09-23,Проверка публичного корпуса HackAlem; точное описание Beeline-кейса не выявлено,Не официальные правила; прочитан только корневой README основной ветки; не полный аудит кода
GHREADME032,agihomecore/hackalem-ai-paf / README.md,https://raw.githubusercontent.com/agihomecore/hackalem-ai-paf/main/README.md,third_party_github_readme,fetched_keyword_checked,2026-09-23,Проверка публичного корпуса HackAlem; точное описание Beeline-кейса не выявлено,Не официальные правила; прочитан только корневой README основной ветки; не полный аудит кода
GHREADME033,RollSatrs/HackAlemAi / README.md,https://raw.githubusercontent.com/RollSatrs/HackAlemAi/main/README.md,third_party_github_readme,fetched_keyword_checked,2026-09-23,Проверка публичного корпуса HackAlem; точное описание Beeline-кейса не выявлено,Не официальные правила; прочитан только корневой README основной ветки; не полный аудит кода
GHREADME034,ansaganscoding/HackAlem-AI.-DIVIDE / README.md,https://raw.githubusercontent.com/ansaganscoding/HackAlem-AI.-DIVIDE/main/README.md,third_party_github_readme,fetched_keyword_checked,2026-09-23,Проверка публичного корпуса HackAlem; точное описание Beeline-кейса не выявлено,Не официальные правила; прочитан только корневой README основной ветки; не полный аудит кода
GHREADME035,Qwertyzxcvbnasdfgh/3daGANG-hackalem-team- / README.md,https://raw.githubusercontent.com/Qwertyzxcvbnasdfgh/3daGANG-hackalem-team-/master/README.md,third_party_github_readme,fetched_keyword_checked,2026-09-23,Проверка публичного корпуса HackAlem; точное описание Beeline-кейса не выявлено,Не официальные правила; прочитан только корневой README основной ветки; не полный аудит кода
GHREADME036,oralbekmukhtarovo-netizen/hackalem-case5-ai-router / README.md,https://raw.githubusercontent.com/oralbekmukhtarovo-netizen/hackalem-case5-ai-router/main/README.md,third_party_github_readme,fetched_keyword_checked,2026-09-23,Проверка публичного корпуса HackAlem; точное описание Beeline-кейса не выявлено,Не официальные правила; прочитан только корневой README основной ветки; не полный аудит кода
GHREADME037,Rizat192/defect-check / README.md,https://raw.githubusercontent.com/Rizat192/defect-check/main/README.md,third_party_github_readme,fetch_failed,2026-09-23,Адрес README проверен; содержание не получено,HTTP Error 404: Not Found; иной регистр имени/путь/ветка не исключаются
GHREADME038,Great-laselot-afr/hack-address-software / README.md,https://raw.githubusercontent.com/Great-laselot-afr/hack-address-software/main/README.md,third_party_github_readme,fetched_keyword_checked,2026-09-23,Проверка публичного корпуса HackAlem; точное описание Beeline-кейса не выявлено,Не официальные правила; прочитан только корневой README основной ветки; не полный аудит кода
GHREADME039,yoongizhanmka/trade-moka / README.md,https://raw.githubusercontent.com/yoongizhanmka/trade-moka/main/README.md,third_party_github_readme,fetched_keyword_checked,2026-09-23,Проверка публичного корпуса HackAlem; точное описание Beeline-кейса не выявлено,Не официальные правила; прочитан только корневой README основной ветки; не полный аудит кода
GHREADME040,koishybaevd/qadam-ai / README.md,https://raw.githubusercontent.com/koishybaevd/qadam-ai/main/README.md,third_party_github_readme,fetched_keyword_checked,2026-09-23,Проверка публичного корпуса HackAlem; точное описание Beeline-кейса не выявлено,Не официальные правила; прочитан только корневой README основной ветки; не полный аудит кода
GHREADME041,missdamirakilc-glitch/deepseek-chat-agents / README.md,https://raw.githubusercontent.com/missdamirakilc-glitch/deepseek-chat-agents/master/README.md,third_party_github_readme,fetch_failed,2026-09-23,Адрес README проверен; содержание не получено,HTTP Error 404: Not Found; иной регистр имени/путь/ветка не исключаются
GHREADME042,Alexanderadon/agent-harness / README.md,https://raw.githubusercontent.com/Alexanderadon/agent-harness/main/README.md,third_party_github_readme,fetched_keyword_checked,2026-09-23,Проверка публичного корпуса HackAlem; точное описание Beeline-кейса не выявлено,Не официальные правила; прочитан только корневой README основной ветки; не полный аудит кода
GHREADME043,vitaliy-demidov/ai-prorab / README.md,https://raw.githubusercontent.com/vitaliy-demidov/ai-prorab/main/README.md,third_party_github_readme,fetched_keyword_checked,2026-09-23,Проверка публичного корпуса HackAlem; точное описание Beeline-кейса не выявлено,Не официальные правила; прочитан только корневой README основной ветки; не полный аудит кода
